StockCode,Description,Quantity,Revenue
21873,IF YOU CAN'T STAND THE HEAT MUG,1988,2348.2999999999997
35971,ROSE FOLKART HEART DECORATIONS,1986,1980.27
85049F,BABY BOOM RIBBONS ,1985,2640.25
23155,sold as set on dotcom,1980,1785.02
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1980,1785.02
22136,LOVE HEART SOCK HANGER,1974,3344.37
23186,FRENCH STYLE STORAGE JAR CAFE ,1970,810.2199999999999
22972,CHILDRENS SPACEBOY MUG,1967,3380.5099999999998
22972,CHILDREN'S SPACEBOY MUG,1967,3380.5099999999998
21327,SKULLS WRITING SET ,1967,3476.9399999999996
22416,36 DOILIES SPACEBOY DESIGN ,1967,2760.54
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1967,2760.54
22416,SET OF 36 SPACEBOY PAPER DOILIES,1967,2760.54
35924,HANGING FAIRY CAKE DECORATION,1966,3720.64
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1965,2693.31
35095B,RED VICTORIAN FABRIC OVAL BOX,1964,773.78
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1964,2348.64
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,1964,2348.64
22918,HERB MARKER PARSLEY,1963,1353.6200000000001
22085,PAPER CHAIN KIT SKULLS ,1961,5405.72
85053,FRENCH ENAMEL CANDLEHOLDER,1960,4316.66
84849B,FAIRY SOAP SOAP HOLDER,1959,3288.02
84006,MAGIC TREE -PAPER FLOWERS,1959,1840.1999999999998
21564,PINK  HEART SHAPE LOVE BUCKET ,1957,4548.92
22479,DAISY GARDEN MARKER,1956,2714.96
22117,check,1952,5219.54
22117,METAL SIGN HER DINNER IS SERVED ,1952,5219.54
85132C,CHARLIE AND LOLA FIGURES TINS,1948,5801.79
85132C,damages,1948,5801.79
20730,STRAWBERRY CANDY BAG,1947,997.95
23437, 50'S CHRISTMAS GIFT BAG LARGE,1937,2371.13
23437,GIFT BAG LARGE 50'S CHRISTMAS,1937,2371.13
23504,PLAYING CARDS JUBILEE UNION JACK,1934,2857.64
22897,OVEN MITT APPLES DESIGN,1932,2863.01
22897,OVEN MITT APPLE DESIGN,1932,2863.01
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1929,450.78000000000003
21864,UNION JACK FLAG PASSPORT COVER ,1925,4608.08
23234,BISCUIT TIN VINTAGE CHRISTMAS,1925,5042.21
21747,SMALL SKULL WINDMILL,1924,2316.62
22186,RED STAR CARD HOLDER,1923,5268.41
23399,HOME SWEET HOME HANGING HEART,1922,1752.35
22286,"DECORATION , WOBBLY RABBIT , METAL ",1917,2245.2999999999997
22286,DECORATION WOBBLY RABBIT METAL ,1917,2245.2999999999997
22286,check,1917,2245.2999999999997
23193,BUFFALO BILL TREASURE BOOK BOX,1910,4052.28
21452,TOADSTOOL MONEY BOX,1909,5857.360000000001
22396,MAGNETS PACK OF 4 RETRO PHOTO,1905,1438.66
21279,VINTAGE KITCHEN PRINT FRUITS,1905,1211.1599999999999
22525,CHILDRENS GARDEN GLOVES PINK,1902,2788.66
21945,STRAWBERRIES  DESIGN FLANNEL ,1902,1354.87
22524,CHILDRENS GARDEN GLOVES BLUE,1894,2718.7
22193,RED DINER WALL CLOCK,1893,16019.380000000001
22193,RED WALL CLOCK,1893,16019.380000000001
23090,VINTAGE GLASS T-LIGHT HOLDER,1891,1863.3899999999999
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1891,6670.4
23090,missing,1891,1863.3899999999999
22483,RED GINGHAM TEDDY BEAR ,1890,5478.92
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1889,297.61
22361,temp,1887,5856.570000000001
22361,GLASS JAR DAISY FRESH COTTON WOOL,1887,5856.570000000001
22067,CHOC TRUFFLE GOLD TRINKET POT ,1885,3073.04
21014,SWISS CHALET TREE DECORATION ,1884,1039.6399999999999
85118,HEART T-LIGHT HOLDER,1884,1090.75
21014,check,1884,1039.6399999999999
21439,BASKET OF TOADSTOOLS,1881,2448.86
22276,WASH BAG VINTAGE ROSE PAISLEY,1880,5069.929999999999
23196,LEAVES MAGNETIC  SHOPPING LIST,1875,2829.19
23196,RETO LEAVES MAGNETIC SHOPPING LIST,1875,2829.19
23196,RETRO LEAVES MAGNETIC NOTEPAD,1875,2829.19
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1875,2829.19
21384,IVORY HANGING DECORATION  BUTTERFLY,1875,1815.29
22371,AIRLINE BAG VINTAGE TOKYO 78,1875,9139.88
23083,SET 6 PAPER TABLE LANTERN STARS ,1870,7040.4800000000005
21785,RAIN PONCHO ,1869,1524.79
20657,TROPICAL LUGGAGE TAG,1867,728.97
22676,FRENCH BLUE METAL DOOR SIGN 1,1865,2477.52
22676,"FRENCH BLUE METAL DOOR SIGN, 1",1865,2477.52
23552,BICYCLE PUNCTURE REPAIR KIT ,1864,3883.99
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1860,2305.15
23365,SET 12 COLOUR PENCILS LOVE LONDON,1859,1464.38
23229,VINTAGE DONKEY TAIL GAME ,1858,6698.82
23229,DONKEY TAIL GAME ,1858,6698.82
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1858,7292.43
21214,SET OF 72 IVORY PAPER DOILIES,1857,2920.8199999999997
21214,Came as green?,1857,2920.8199999999997
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1856,2475.02
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1855,2733.35
23550,WRAP ALPHABET POSTER  ,1855,763.1
22265,EASTER DECORATION NATURAL CHICK,1853,1215.5600000000002
22965,3 TRADITIONAL COOKIE CUTTERS  SET,1852,3857.1500000000005
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1852,3857.1500000000005
21357,TOAST ITS - DINOSAUR,1851,1781.51
23238,SET OF 4 KNICK KNACK TINS LONDON ,1846,7759.96
23551,PACK OF 12 PAISLEY PARK TISSUES ,1843,841.01
22175,PINK OWL SOFT TOY,1841,5346.22
22175,PINK OWL DECORATION,1841,5346.22
23287,RED VINTAGE SPOT BEAKER,1840,1570.24
85177,BASKET OF FLOWERS SEWING KIT,1837,1533.28
22922,FRIDGE MAGNETS US DINER ASSORTED,1833,1636.5
22922,sold as set on dotcom,1833,1636.5
22605,WOODEN CROQUET GARDEN SET,1833,23573.469999999998
23004,TRAVEL CARD WALLET PANTRY,1827,829.66
21011,GLITTER SNOW PEAR TREE DECORATION,1826,1411.5
84754,S/15 SILVER GLASS BAUBLES IN BAG,1825,2655.81
23501,KEY RING BASEBALL BOOT UNION JACK,1823,2220.37
23438,GIFT BAG LARGE SPOT ,1823,2227.42
23438, RED SPOT GIFT BAG LARGE,1823,2227.42
22919,HERB MARKER MINT,1821,1274.14
72484,ROSES IN WHITE HEART CANDLE ,1820,991.3800000000001
21675,BUTTERFLIES STICKERS,1817,1610.6399999999999
22780,LIGHT GARLAND BUTTERFILES PINK,1817,6823.13
22650,CERAMIC PIRATE CHEST MONEY BANK,1816,2767.5699999999997
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1813,728.92
22340,NOEL GARLAND PAINTED ZINC ,1812,1520.2299999999998
21007,ETCHED GLASS DROPLET DECORATION,1811,914.6700000000001
21007,damages?,1811,914.6700000000001
23194,GYMKHANA TREASURE BOOK BOX,1802,4003.12
23194,GYMKHANNA TREASURE BOOK BOX,1802,4003.12
16053,POPART COL BALLPOINT PEN ASST,1799,125.73
23330,DECORATIVE WICKER HEART MEDIUM,1798,2291.97
21944,KITTENS DESIGN FLANNEL,1796,1118.44
22921,HERB MARKER CHIVES ,1794,1248.74
22598,CHRISTMAS MUSICAL ZINC TREE,1793,1132.1599999999999
22583,PACK OF 6 HANDBAG GIFT BOXES,1792,4771.95
23352,ROLL WRAP 50'S RED CHRISTMAS ,1791,2447.95
20960,WATERMELON BATH SPONGE,1790,2570.92
22310,IVORY KNITTED MUG COSY ,1789,3251.3599999999997
84880,WHITE WIRE EGG HOLDER,1789,10229.210000000001
22310,KNITTED MUG COSY IVORY COLOUR ,1789,3251.3599999999997
85194L,HANGING SPRING FLOWER EGG LARGE,1787,1534.28
35649,VINTAGE BEAD COSMETIC BAG ,1783,1362.8999999999999
84937,Dotcom sold as set,1781,5358.84
84937,Amazon sold as set,1781,5358.84
23480,MINI LIGHTS WOODLAND MUSHROOMS,1781,6658.54
84937,KASHMIR FOLKART TUMBLERS,1781,5358.84
21906,PHARMACIE FIRST AID TIN,1779,12914.050000000001
23163,REGENCY SUGAR TONGS,1777,4400.820000000001
23329,DECORATIVE WICKER HEART LARGE,1775,3051.39
84249D,FAIRY CAKE GREETINGS CARD,1775,342.26
22342,HOME GARLAND PAINTED ZINC ,1775,2476.2799999999997
72586,code mix up 72597,1773,999.22
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1773,999.22
22902,TOTE BAG I LOVE LONDON,1773,3630.48
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1773,999.22
22902,dotcom,1773,3630.48
22902,dotcom email,1773,3630.48
23265,SET OF 3 WOODEN TREE DECORATIONS,1769,2404.79
21666,RIDGED GLASS T-LIGHT HOLDER,1764,1108.7600000000002
21666, RIDGED GLASS T-LIGHT HOLDER,1764,1108.7600000000002
21541,DINOSAURS WATER TRANSFER TATTOOS ,1763,1620.09
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1763,1358.52
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1762,987.94
21624,VINTAGE UNION JACK DOORSTOP,1759,10589.75
16168M,found,1757,525.01
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1757,525.01
84944,michel oops,1753,3047.08
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1753,3047.08
84944,?sold individually?,1753,3047.08
21826,EIGHT PIECE DINOSAUR SET,1753,2306.99
22044,CHRISTMAS CARD STACK OF PRESENTS,1753,570.02
84944,found,1753,3047.08
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1752,4951.6
21774,DECORATIVE CATS BATHROOM BOTTLE,1747,2200.0099999999998
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1740,2668.0099999999998
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,1734,1499.3799999999999
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1734,1499.3799999999999
20886,BOX OF 9 PEBBLE CANDLES,1732,3577.7999999999997
85194S,HANGING SPRING FLOWER EGG SMALL,1731,871.07
22974,CHILDRENS DOLLY GIRL MUG,1728,2961.2899999999995
23327,HANGING CLEAR MINI BOTTLE,1726,1046.42
22628,PICNIC BOXES SET OF 3 RETROSPOT ,1725,8294.630000000001
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1724,1208.8
47480,HANGING PHOTO CLIP ROPE LADDER,1722,2833.3799999999997
84884A,ANT WHITE WIRE HEART SPIRAL,1721,6308.67
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1721,2536.63
22468,BABUSHKA LIGHTS STRING OF 10,1720,11501.08
21171,BATHROOM METAL SIGN ,1720,2601.93
21015,DARK BIRD HOUSE TREE DECORATION,1718,796.7499999999999
22671,FRENCH LAUNDRY SIGN BLUE METAL,1716,2859.45
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1714,18871.36
23371,SET 36 COLOUR PENCILS SPACEBOY ,1712,2313.53
21947,SET OF 6 HEART CHOPSTICKS,1711,2351.59
22157,ANGEL DECORATION WITH LACE PADDED,1710,1435.25
23161,REGENCY CAKE FORK,1703,2130.3
37479B,tk maxx mix up with pink,1702,1103.5
37479B,sold as set by dotcom,1702,1103.5
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1702,1103.5
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1700,2758.5999999999995
22821,GIFT BAG PSYCHEDELIC APPLES,1695,1070.2
22228,BUNNY WOODEN PAINTED WITH BIRD ,1694,1428.55
23254,KIDS CUTLERY DOLLY GIRL ,1690,6849.160000000001
23254,CHILDRENS CUTLERY DOLLY GIRL ,1690,6849.160000000001
23006,TRAVEL CARD WALLET FLOWER MEADOW,1686,732.51
85064,CREAM SWEETHEART LETTER RACK,1686,8306.81
22409,MONEY BOX BISCUITS DESIGN,1686,2317.98
22409,TIN CAN BISCUITS DESIGN,1686,2317.98
21817,GLITTER CHRISTMAS TREE,1684,1148.06
21817,check,1684,1148.06
85230G,ORANGE VOTIVE CANDLE,1680,425.76
22639,SET OF 4 NAPKIN CHARMS HEARTS,1673,4082.24
21684,SMALL MEDINA STAMPED METAL BOWL ,1672,1394.8899999999999
23213,STAR WREATH DECORATION WITH BELL,1671,2124.67
20734,SILVER MINI TAPE MEASURE ,1671,1484.83
21249,WOOD ANIMALS HEIGHT CHART STICKERS ,1670,4815.64
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1670,2346.19
21249,WOODLAND  HEIGHT CHART STICKERS ,1670,4815.64
85107,check?,1670,2346.19
35954,counted,1667,946.5500000000001
35954,check,1667,946.5500000000001
35954,SMALL FOLKART STAR CHRISTMAS DEC,1667,946.5500000000001
20832,check,1666,1136.9099999999999
20832,RED FLOCK LOVE HEART PHOTO FRAME,1666,1136.9099999999999
21942,SKULLS DESIGN FLANNEL,1665,1144.1
47580,TEA TIME DES TEA COSY,1664,4321.3099999999995
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1663,16624.6
21756,BATH BUILDING BLOCK WORD,1663,10281.66
22096,PINK PAISLEY SQUARE TISSUE BOX ,1662,934.2700000000001
20733,GOLD MINI TAPE MEASURE ,1661,1265.1
22405,MONEY BOX POCKET MONEY DESIGN,1661,2019.84
22405,TIN CAN POCKET MONEY DESIGN,1661,2019.84
23251,ENAMEL MUG PANTRY,1655,2034.5
23251,VINTAGE RED ENAMEL TRIM MUG ,1655,2034.5
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1654,2180.25
22249,DECORATION WHITE CHICK MAGIC GARDEN,1650,1446.56
23156,SET OF 5 MINI GROCERY MAGNETS,1648,3387.9300000000003
15044B,BLUE PAPER PARASOL ,1645,4652.99
23498,CLASSIC BICYCLE CLIPS ,1644,2378.4799999999996
23120,PACK OF 6 SMALL FRUIT STRAWS,1644,665.17
23135,?,1642,5416.18
23135,SMALL ZINC HEART WALL ORGANISER,1642,5416.18
22191,EAU DE NIL DINER WALL CLOCK,1641,13818.2
22191,IVORY WALL CLOCK,1641,13818.2
22191,IVORY DINER WALL CLOCK,1641,13818.2
22795,SWEETHEART RECIPE BOOK STAND,1640,11612.11
21773,DECORATIVE ROSE BATHROOM BOTTLE,1640,1908.24
85016,SET OF 6 VINTAGE NOTELETS KIT,1640,2038.31
16169P,WRAP GREEN RUSSIAN FOLKART ,1639,523.25
22135,LADLE LOVE HEART PINK,1638,819.77
22135,MINI LADLE LOVE HEART PINK,1638,819.77
23227,FILIGREE HEART BUTTERFLY WHITE ,1636,2062.56
22955,36 FOIL STAR CAKE CASES ,1634,2975.57
16008,check,1633,423.46
16008,SMALL FOLDING SCISSOR(POINTED EDGE),1633,423.46
23500,KEY RING BASEBALL BOOT ASSORTED ,1631,2044.58
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1631,967.86
22634,CHILDS BREAKFAST SET SPACEBOY ,1630,15386.849999999999
22776,"CAKESTAND, 3 TIER, LOVEHEART",1628,16844.329999999998
22776,SWEETHEART CAKESTAND 3 TIER,1628,16844.329999999998
22776,SWEETHEART 3 TIER CAKE STAND ,1628,16844.329999999998
22627,MINT KITCHEN SCALES,1628,14290.470000000001
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1625,959.5899999999999
23291,DOLLY GIRL CHILDRENS CUP,1625,2047.78
21973,SET OF 36 MUSHROOM PAPER DOILIES,1625,2409.88
21356,TOAST ITS - FAIRY FLOWER,1623,2070.55
21846,PINK DIAMANTE PEN IN GIFT BOX,1622,3855.5499999999997
21905,MORE BUTTER METAL SIGN ,1622,2155.77
22042,CHRISTMAS CARD SINGING ANGEL,1620,660.5600000000001
22322,BIRD DECORATION GREEN POLKADOT,1619,1533.9599999999998
22322,BIRD DECORATION GREEN  SPOT,1619,1533.9599999999998
22636,CHILDS BREAKFAST SET CIRCUS PARADE,1616,13411.53
84818,damages,1613,2253.54
84818,DANISH ROSE PHOTO FRAME,1613,2253.54
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1610,954.3199999999999
23289,DOLLY GIRL CHILDRENS BOWL,1610,1998.7
22101,MIRROR MOSAIC VOTIVE HOLDER,1609,2718.82
20707,CRAZY DAISY HEART DECORATION,1609,1239.94
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,1313.3899999999999
22318,FIVE HEART HANGING DECORATION,1606,5060.710000000001
22210,WOOD STAMP SET BEST WISHES,1603,1928.2499999999998
22230,JIGSAW TREE WITH WATERING CAN,1602,1087.3999999999999
21556,CERAMIC STRAWBERRY MONEY BOX,1601,4300.349999999999
21059,PARTY INVITES DINOSAURS,1597,1349.4099999999999
22344,PARTY PIZZA DISH PINK POLKADOT,1596,819.75
22344,PARTY PIZZA DISH PINK RETROSPOT,1596,819.75
22344,PARTY PIZZA DISH PINK WHITE SPOT ,1596,819.75
23331,DECORATIVE WICKER HEART SMALL,1596,1062.28
22344,PARTY PIZZA DISH PINK+WHITE SPOT ,1596,819.75
22677,FRENCH BLUE METAL DOOR SIGN 2,1595,2144.34
22677,"FRENCH BLUE METAL DOOR SIGN, 2",1595,2144.34
72802C,check,1594,5667.38
72802C,damages,1594,5667.38
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1594,5667.38
35160,BUDDHA INCENSE HOLDER ASSORTED,1592,1590.6399999999999
22702,BLACK AND WHITE CAT BOWL,1591,3160.7699999999995
21414,SCALLOP SHELL SOAP DISH,1589,868.79
15044D,RED PAPER PARASOL,1589,4542.360000000001
90167,BEADED LOVE HEART JEWELLERY SET,1588,1592.11
22559,SEASIDE FLYING DISC,1585,1985.63
22559,SEASIDE FRISBEE ,1585,1985.63
22199,FRYING PAN RED RETROSPOT,1581,6576.92
22199,FRYING PAN RED POLKADOT ,1581,6576.92
21879,HEARTS GIFT TAPE,1579,674.6600000000001
23681,LUNCH BAG RED VINTAGE DOILY,1577,2526.69
21503,TOYBOX  WRAP ,1576,740.0
23547,WRAP FLOWER SHOP  ,1575,661.5
84849D,HOT BATHS SOAP HOLDER,1571,2604.75
22635,CHILDS BREAKFAST SET DOLLY GIRL ,1569,15020.34
22036,DINOSAUR BIRTHDAY CARD,1563,677.89
22487,damages,1562,15923.75
22487,WHITE WOOD GARDEN PLANT LADDER,1562,15923.75
21204,DAISIES  HONEYCOMB GARLAND ,1560,2615.1
22260,FELT EGG COSY BLUE RABBIT ,1560,1604.61
23370,SET 36 COLOURING PENCILS DOILY,1554,2156.6
23370,SET 36 COLOUR PENCILS DOILEY,1554,2156.6
23370,SET 36 COLOURING PENCILS DOILEY,1554,2156.6
21278,VINTAGE KITCHEN PRINT PUDDINGS,1552,1364.6499999999999
21402,RED  EGG  SPOON,1550,333.0
22617,"mouldy, thrown away.",1546,20010.39
22617,BAKING SET SPACEBOY DESIGN,1546,20010.39
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,1544,3610.52
22081,RIBBON REEL FLORA + FAUNA ,1543,2756.0099999999998
72817,dotcomstock,1542,1699.1
72817,check,1542,1699.1
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1542,1699.1
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,1542,1699.1
21258,?,1540,22649.289999999997
21258,VICTORIAN SEWING BOX LARGE,1540,22649.289999999997
85218,No Stock,1538,620.85
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1538,620.85
20748,KENSINGTON COFFEE SET,1536,14317.980000000001
20748,Found,1536,14317.980000000001
85186A,EASTER BUNNY GARLAND OF FLOWERS,1536,713.62
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1533,4666.51
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1532,5334.200000000001
16225,RATTLE SNAKE EGGS,1530,1298.93
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1526,3495.8799999999997
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1525,1388.79
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1522,1023.14
37327,sold as set on dotcom,1522,1060.66
37327,damages,1522,1060.66
37327,adjustment,1522,1060.66
37327,ASSTD MULTICOLOUR CIRCLES MUG,1522,1060.66
84509A,ENGLISH ROSE PLACEMATS,1522,5913.39
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1522,5913.39
21717,EASTER TIN BUCKET,1516,4039.5899999999997
22424,ENAMEL BREAD BIN CREAM,1515,20735.51
85006,SET 4 NURSERY DES ROUND BOXES,1515,724.91
22070,SMALL RED RETROSPOT MUG IN BOX ,1514,5294.2
22070,SMALL RETRO SPOT MUG IN BOX  RED,1514,5294.2
21643,damaged,1513,2144.31
21643,ASSORTED TUTTI FRUTTI MIRROR,1513,2144.31
85224,ASSORTED COLOUR SILK GLASSES CASE,1512,1129.3600000000001
85224,?,1512,1129.3600000000001
84247G,"DECOUPAGE,GREETING CARD,",1511,643.84
20658,RED RETROSPOT LUGGAGE TAG,1509,2263.93
20658,RED SPOTTY LUGGAGE TAG,1509,2263.93
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1509,567.9499999999999
23302,KNEELING MAT HOUSEWORK  DESIGN,1508,2140.3799999999997
37342,SPOTTY COFFEE CUP & SAUCER,1508,1685.72
37342,POLKADOT COFFEE CUP & SAUCER PINK,1508,1685.72
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1508,4239.400000000001
84199,GLOW IN DARK DOLPHINS,1506,119.4
22744,MAKE YOUR OWN MONSOON CARD KIT,1503,4250.490000000001
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1503,2257.0
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1502,1995.51
21284,RETROSPOT CANDLE  SMALL,1501,1623.13
21284,RETRO SPOT CANDLE  SMALL,1501,1623.13
22695,WICKER WREATH SMALL,1501,2147.3199999999997
35923,CANDY HEART HANGING DECORATION,1500,1020.88
35923,check,1500,1020.88
22735,RIBBON REEL SOCKS AND MITTENS,1499,2670.85
85206B,PINK FELT EASTER EGG BASKET,1499,2462.45
22269,EGG CUP NATURAL CHICKEN,1499,1331.46
84993A,75 GREEN PETIT FOUR CASES,1498,660.79
21110,LARGE CAKE TOWEL PINK SPOTS,1495,7791.93
79067,CORONA MEXICAN TRAY,1495,6531.13
22222,CAKE PLATE LOVEBIRD WHITE,1494,6185.59
22306,SILVER MUG BONE CHINA TREE OF LIFE,1493,2446.09
22923,sold as set on dotcom,1492,1268.4099999999999
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1492,1268.4099999999999
16052,TEATIME PUSH DOWN RUBBER,1490,272.92
22211,WOOD STAMP SET FLOWERS,1489,1962.6499999999999
21063,PARTY INVITES JAZZ HEARTS,1488,1283.47
21042,RED RETROSPOT APRON ,1487,8808.68
21042,RED SPOTTY APRON ,1487,8808.68
79190B,RETRO PLASTIC POLKA TRAY,1487,605.21
47587A,12'S SOLD AS 1?,1486,235.88
47587A,PINK FAIRY CAKE COASTER,1486,235.88
22696,WICKER WREATH LARGE,1486,2926.62
22033,counted,1485,686.97
84839,damaged,1485,8769.7
22033,BOTANICAL ROSE GREETING CARD,1485,686.97
84839,SWEETHEART KEY CABINET,1485,8769.7
22121,check,1484,9488.68
22121,had been put aside,1484,9488.68
22121,NOEL WOODEN BLOCK LETTERS ,1484,9488.68
22121,?,1484,9488.68
21634,ASSORTED MINI MADRAS NOTEBOOK,1483,1361.51
20752,BLUE POLKADOT WASHING UP GLOVES,1483,2954.38
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1483,2954.38
84763,Display,1483,2039.79
84763,ZINC FINISH 15CM PLANTER POTS,1483,2039.79
20752,check,1483,2954.38
21257,?,1482,14300.43
21257,VICTORIAN SEWING BOX MEDIUM,1482,14300.43
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1481,580.26
85213,MINI  ZINC GARDEN DECORATIONS ,1480,833.29
21651,HANGING GLASS ETCHED TEALIGHT,1480,2327.5299999999997
23221,REINDEER HEART DECORATION SILVER,1479,1315.7299999999998
22454,MEASURING TAPE RUSSIAN DOLL RED,1478,4245.9400000000005
22454,MEASURING TAPE BABUSHKA RED,1478,4245.9400000000005
22458,Missing,1475,3820.95
22458,CAST IRON HOOK GARDEN FORK,1475,3820.95
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1474,4205.070000000001
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1471,2000.73
22267,EASTER DECORATION EGG BUNNY ,1470,1288.97
23323,WHITE WICKER STAR ,1470,3148.88
85203,HANGING WOOD AND FELT BUTTERFLY ,1469,670.11
23348,check,1469,1594.8700000000001
23348,CHILDRENS TOY COOKING UTENSIL SET,1469,1594.8700000000001
23348,sold with wrong barcode,1469,1594.8700000000001
23197,VEGETABLE MAGNETIC  SHOPPING LIST,1467,2287.5499999999997
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1467,2287.5499999999997
84459B,YELLOW METAL CHICKEN HEART ,1466,2322.81
85131D,BEADED CRYSTAL HEART PINK\ON STICK,1466,1112.6599999999999
85131D,BEADED CRYSTAL HEART PINK ON STICK,1466,1112.6599999999999
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,1465,709.39
22345,PARTY PIZZA DISH BLUE+WHITE SPOT ,1465,709.39
22345,PARTY PIZZA DISH BLUE RETROSPOT,1465,709.39
22345,PARTY PIZZA DISH BLUE POLKADOT,1465,709.39
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1463,1686.28
23160,REGENCY TEA SPOON,1456,1801.98
21884,CAKES AND BOWS GIFT  TAPE,1455,673.21
21626,VINTAGE UNION JACK PENNANT,1455,2943.8999999999996
20738,GREEN MINI TAPE MEASURE ,1454,1301.72
20738,counted,1454,1301.72
20652,check,1453,1041.06
20652,BLUE SPOTTY LUGGAGE TAG ,1453,1041.06
20652,BLUE POLKADOT LUGGAGE TAG ,1453,1041.06
20716,PARTY FOOD SHOPPER BAG,1450,1921.31
23242,TREASURE TIN BUFFALO BILL ,1449,2980.9500000000003
85032A,ROMANTIC IMAGES GIFT WRAP SET,1448,1336.76
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1447,2762.92
22538,MINI JIGSAW GO TO THE FAIR,1446,612.55
21401,BLUE PUDDING SPOON,1444,319.07
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1443,1078.79
85078,missing,1443,1078.79
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1441,3024.1400000000003
21209,MULTICOLOUR HONEYCOMB FAN,1440,1331.6599999999999
21145,ANTIQUE GLASS PLACE SETTING,1439,1239.96
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1439,5318.15
23431,NATURAL HANGING QUILTED HEARTS ,1438,1162.1
21445,12 PINK ROSE PEG PLACE SETTINGS,1437,1897.23
22664,TOY TIDY DOLLY GIRL DESIGN,1434,2983.68
21203,BUTTERFLIES  HONEYCOMB GARLAND,1434,2459.0499999999997
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1433,1281.95
22181,check,1433,1281.95
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1429,1569.31
22190,LOCAL CAFE MUG,1427,2658.21
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1427,11107.17
90057,DIAMANTE RING ASSORTED IN BOX.,1424,2675.88
90057,crushed boxes,1424,2675.88
23312,VINTAGE CHRISTMAS GIFT SACK,1423,5964.150000000001
21061,PARTY INVITES FOOTBALL,1421,1067.81
